Name,Participations,Awards,Bronze,Gold,No medal,Silver
Roger Fitzhardinge,1,1,0,0,1,0
Roger Flanders,1,1,0,0,1,0
Roger Flood,1,1,0,0,1,0
Roger Flores,1,1,0,0,1,0
Roger Fortin,1,1,0,0,1,0
Roger Gautier,1,1,0,0,0,1
Roger Gerber,2,2,0,0,2,0
Roger Gibbon,4,4,0,0,4,0
Roger Gill,1,1,0,0,1,0
Roger Gilson,1,1,0,0,1,0
Roger Giran,1,1,1,0,0,0
Roger Gner,1,1,0,0,1,0
Roger Goossens,4,4,0,0,4,0
Roger Green,1,1,0,0,1,0
Roger Hackney,3,3,0,0,3,0
Roger Hamburg,3,3,0,0,3,0
Roger Hammond,2,2,0,0,2,0
Roger Haudegand,2,2,0,0,2,0
Roger Heinkel,2,2,0,0,2,0
Roger Hernndez,2,2,0,0,2,0
Roger Hippertchen,1,1,0,0,1,0
Roger Houangni,1,1,0,0,1,0
Roger Hudson,2,2,0,0,2,0
Roger Ilegems,2,2,0,1,1,0
Roger Jackson,3,3,0,1,2,0
Roger Johnson,2,2,0,0,2,0
Roger Jordan,1,1,0,0,1,0
Roger Jouy,1,1,0,0,1,0
Roger Jr.,1,1,0,0,1,0
Roger Jurriens,1,1,0,0,1,0
Roger Kangni,1,1,0,0,1,0
Roger Kingdom,2,2,0,2,0,0
Roger Kluge,10,10,0,0,9,1
Roger Lebranchu,1,1,0,0,1,0
Roger Lespagnard,3,3,0,0,3,0
Roger Levecq,1,1,0,0,1,0
Roger Ljung,1,1,0,0,1,0
Roger Ludwig,2,2,0,0,2,0
Roger Maes,1,1,0,0,1,0
Roger Mangin,1,1,0,0,1,0
Roger Mannhard,1,1,0,0,1,0
Roger Mar,2,2,0,0,2,0
Roger Menghi,1,1,0,0,1,0
Roger Michelot,2,2,0,1,1,0
Roger Midgley,1,1,1,0,0,0
Roger Milhau,1,1,0,0,1,0
Roger Mills,1,1,0,0,1,0
Roger Moens,4,4,0,0,3,1
Roger Mollet,1,1,0,0,1,0
Roger Morales,1,1,0,1,0,0
Roger Moret,2,2,0,0,2,0
Roger Morlet,1,1,0,0,1,0
Roger Neubauer,1,1,0,0,1,0
Roger Ninham,2,2,0,0,2,0
Roger Nivelt,2,2,0,0,2,0
Roger Nizerhy,1,1,0,1,0,0
Roger Norman,1,1,0,0,1,0
Roger Palmer,1,1,0,0,1,0
Roger Parker,1,1,1,0,0,0
Roger Paternoster,1,1,0,0,1,0
Roger Pauw,1,1,0,0,1,0
Roger Pel,1,1,0,0,1,0
Roger Petit,1,1,0,0,1,0
Roger Pettersson,1,1,0,0,1,0
Roger Pirotte,1,1,0,0,1,0
Roger Prahin,1,1,0,0,1,0
Roger Pyttel,10,10,1,0,8,1
Roger Ramrez,1,1,0,0,1,0
Roger Renaux,1,1,0,0,1,0
Roger Rinderknecht,2,2,0,0,2,0
Roger Roberts,3,3,0,0,3,0
Roger Rochard,2,2,0,0,2,0
Roger Rouge,1,1,0,0,1,0
Roger Rouse,1,1,0,0,1,0
Roger Rouyer,1,1,0,0,1,0
Roger Rrolle,1,1,0,0,1,0
Roger Rubini,2,2,0,0,2,0
Roger Sharpley,1,1,0,0,1,0
Roger Skauen,1,1,0,0,1,0
Roger Smith,4,4,0,0,4,0
Roger Soler,1,1,0,0,1,0
Roger Stirn,1,1,0,0,1,0
Roger Sumich,1,1,0,0,1,0
Roger Surmin,1,1,0,0,1,0
Roger Sutton,1,1,0,0,1,0
Roger Swerts,1,1,0,0,1,0
Roger T'joncke,1,1,0,0,1,0
Roger Tahull,2,2,0,0,2,0
Roger Tauvel,1,1,0,0,1,0
Roger Theisen,5,5,0,0,5,0
Roger Thull,1,1,0,0,1,0
Roger Till,1,1,0,0,1,0
Roger Tiriau,2,2,0,0,2,0
Roger Tobler,2,2,0,0,2,0
Roger Toffel,1,1,0,0,1,0
Roger Token,1,1,0,0,1,0
Roger Tredgold,5,5,0,0,5,0
Roger Tritz,1,1,0,0,1,0
Roger Vachon,2,2,0,0,2,0
Roger Vandergoten,1,1,0,0,1,0
Roger Veeser,1,1,0,0,1,0
Roger Vella,1,1,0,0,1,0
Roger Verey,2,2,1,0,1,0
Roger Verhaes,2,2,0,0,2,0
Roger Veyron,1,1,0,0,1,0
Roger Videche,3,3,0,0,3,0
Roger Viel,3,3,0,0,3,0
Roger Vigneron,1,1,0,0,1,0
Roger Vincken,1,1,0,0,1,0
Roger Vlaeminck,1,1,0,0,1,0
Roger Wani,3,3,0,0,3,0
Roger White-parsons,1,1,0,0,1,0
Roger Whitfield,1,1,0,0,1,0
Roger Wilde,2,2,0,0,2,0
Roger Yeoman,1,1,0,0,1,0
Roger Young,1,1,0,0,1,0
Roger Zanetti,2,2,0,0,2,0
Roger Zirilli,2,2,0,0,2,0
Roger-Claude Guignard,1,1,0,0,1,0
Roger-Philippe Menu,3,3,0,0,3,0
Roger-Yves Bost,4,4,0,1,3,0
Rogerio Moraes,1,1,0,0,1,0
Rogerio Santos,2,2,0,0,2,0
Rogerio Silva,1,1,0,0,1,0
Rogier Blink,2,2,0,0,2,0
Rogier Hofman,2,2,0,0,1,1
Rogrio Cardoso,1,1,0,1,0,0
Rogrio Dezorzi,2,2,0,0,2,0
Rogrio Klafke,1,1,0,0,1,0
Rogrio Romero,10,10,0,0,10,0
Rogrio Santos,1,1,0,0,1,0
Rogrio Silva,1,1,0,0,1,0
Rogrio Tavares,2,2,0,0,2,0
Rohan Bopanna,4,4,0,0,4,0
Rohan Browning,3,3,0,0,3,0
Rohan Cooke,1,1,0,0,1,0
Rohan Dennis,4,4,1,0,2,1
Rohan Kumara,3,3,0,0,3,0
Rohan Polanco,1,1,0,0,1,0
Rohan Robinson,2,2,0,0,2,0
Rohanee Cox,1,1,0,0,0,1
Rohinton Noble,2,2,0,0,2,0
Rohollah Husseini,1,1,0,0,1,0
Rohtas Singh,1,1,0,0,1,0
Rohullah Nikpai,2,2,2,0,0,0
Roilya Ranaivosoa,1,1,0,0,1,0
Roine Karlsson,1,1,0,0,1,0
Roisin Harrison,1,1,0,0,1,0
Roisin Mcgettigan-dumas,1,1,0,0,1,0
Roisin Upton,1,1,0,0,1,0
Roje Stona,1,1,0,1,0,0
Rojelio Arredondo,1,1,0,0,1,0
Rojs Piziks,1,1,0,0,1,0
Rok Draki,3,3,0,0,3,0
Rok Draler,1,1,0,0,1,0
Rok Kolander,2,2,0,0,2,0
Rok Kopitar,3,3,0,0,3,0
Rok Mozic,1,1,0,0,1,0
Rok Rozman,1,1,0,0,1,0
Rok Stipevi,1,1,0,0,1,0
Rokas Guinas,1,1,0,0,1,0
Rokas Mileviius,1,1,0,0,1,0
Roko-Leni Uki,2,2,0,0,2,0
Roksana Khudoyarova,1,1,0,0,1,0
Roksana Slupek,1,1,0,0,1,0
Rokuro Takahashi,1,1,0,0,1,0
Rola El-haress,1,1,0,0,1,0
Roland Altenburger,1,1,0,0,1,0
Roland Annen,1,1,0,0,1,0
Roland Asselin,12,12,0,0,12,0
Roland Baar,3,3,1,0,1,1
Roland Baudric,1,1,0,0,1,0
Roland Bedel,1,1,0,0,1,0
Roland Bezamat,2,2,1,0,1,0
Roland Blackman,1,1,0,0,1,0
Roland Bock,1,1,0,0,1,0
Roland Bollenberg,1,1,0,0,1,0
Roland Bombardella,2,2,0,0,2,0
Roland Boullanger,2,2,0,0,2,0
Roland Brand,1,1,0,0,1,0
Roland Brckner,16,16,3,1,11,1
Roland Brehmer,1,1,0,0,1,0
Roland Bse,1,1,0,1,0,0
Roland Chavigny,1,1,0,0,1,0
Roland Clark,2,2,0,0,2,0
Roland Coate,1,1,0,0,1,0
Roland Cruz,1,1,0,0,1,0
Roland Dagher,2,2,0,0,2,0
Roland Dalhuser,2,2,0,0,2,0
Roland Dickgieer,1,1,0,0,1,0
Roland Eradze,1,1,0,0,1,0
Roland Feldhoffer,1,1,0,0,1,0
Roland Fidel,1,1,0,0,1,0
Roland Frank,1,1,0,0,1,0
Roland Freihoff,1,1,0,0,1,0
Roland Freund,2,2,1,0,1,0
Roland Galos,1,1,0,0,1,0
Roland Garber,2,2,0,0,2,0
Roland Gassmann,1,1,0,0,1,0
Roland Gbler,5,5,1,0,4,0
Roland Gehrke,2,2,0,0,2,0
Roland Gerebics,2,2,0,0,2,0
Roland Ghler,1,1,0,0,0,1
Roland Gnther,1,1,1,0,0,0
Roland Grahammer,1,1,1,0,0,0
Roland Green,1,1,0,0,1,0
Roland Gune,2,2,1,0,0,1
Roland Hardy,2,2,0,0,2,0
Roland Harper,1,1,0,0,1,0
Roland Hennig,1,1,0,0,0,1
Roland Hndle,1,1,0,0,1,0
Roland Hrzeler,8,8,0,0,8,0
Roland Huber,2,2,0,0,2,0
Roland Iche,2,2,0,0,2,0
Roland Jacoby,4,4,0,0,4,0
Roland Jenzer,1,1,0,0,1,0
Roland Johansson,1,1,0,0,1,0
Roland Kapf,1,1,0,0,1,0
Roland Kkny,3,3,0,1,2,0
Roland Knigshofer,2,2,0,0,2,0
Roland Kostulski,1,1,0,1,0,0
Roland Lacombe,2,2,0,0,2,0
Roland Lee,7,7,0,0,7,0
Roland Licker,2,2,0,0,2,0
Roland Lortz,1,1,0,0,1,0
Roland Losert,9,9,0,0,9,0
Roland Magnenat,1,1,0,0,1,0
Roland Matthes,10,10,2,4,2,2
Roland Meier,2,2,0,0,2,0
Roland Melis,1,1,0,0,1,0
Roland Mikler,2,2,0,0,2,0
Roland Miloevi,2,2,0,0,2,0
Roland Mller,1,1,0,0,1,0
Roland Moell,1,1,0,0,1,0
Roland Muhlen,2,2,0,0,2,0
Roland Neve,2,2,0,0,2,0
Roland Nilsson,3,3,0,0,3,0
Roland Nmeth,1,1,0,0,1,0
Roland Olivier,1,1,0,0,1,0
Roland Omoruyi,2,2,0,0,2,0
Roland Opfer,1,1,0,0,1,0
Roland Perret,2,2,0,0,2,0
Roland Prout,1,1,0,0,1,0
Roland Raforme,2,2,0,0,2,0
Roland Rahm,1,1,0,0,1,0
Roland Rensch,1,1,0,0,1,0
Roland Rijse,2,2,0,0,2,0
Roland Rudolf,2,2,0,0,2,0
Roland Schlosser,3,3,0,0,3,0
Roland Schoeman,10,10,1,1,7,1
Roland Schr,1,1,0,0,1,0
Roland Schrder,1,1,0,1,0,0
Roland Schwarz,1,1,0,0,1,0
Roland Schwarzl,1,1,0,0,1,0
Roland Scott,1,1,0,0,1,0
Roland Sierens,1,1,0,0,1,0
Roland Sink,1,1,0,0,1,0
Roland Spitzer,1,1,0,0,1,0
Roland Spngberg,2,2,0,0,2,0
Roland Steuk,1,1,0,0,1,0
Roland Stocker,1,1,0,0,1,0
Roland Surrugue,1,1,0,0,1,0
Roland Svensson,1,1,0,0,1,0
Roland Symonette,1,1,0,0,1,0
Roland Tasker,2,2,0,0,1,1
Roland Thibaut,2,2,0,0,2,0
Roland Turian,1,1,0,0,1,0
Roland Varga,3,3,0,0,3,0
Roland Vmi,1,1,0,0,1,0
Roland Waddington,1,1,0,0,1,0
Roland Weill,2,2,0,0,2,0
Roland Wieser,1,1,1,0,0,0
Roland Wille,1,1,0,0,1,0
Roland Willoughby,4,4,0,0,4,0
Roland Wommack,1,1,0,0,1,0
Roland Zaninetti,1,1,0,0,1,0
Roland Zffel,1,1,0,0,1,0
Rolandas Gimbutis,7,7,0,0,7,0
Rolandas Jaseviius,1,1,0,0,1,0
Rolandas Mainskas,1,1,0,0,1,0
Rolande Moses,1,1,0,0,1,0
Rolando Babastro,1,1,0,0,1,0
Rolando Barreyro,1,1,0,0,1,0
Rolando Betancourt,2,2,0,0,0,2
Rolando Casadio,1,1,0,0,1,0
Rolando Castillo,3,3,0,0,3,0
Rolando Codinas,2,2,0,0,2,0
Rolando Cretis,2,2,0,0,2,0
Rolando Cruz,4,4,0,0,4,0
Rolando Etchepare,1,1,0,0,1,0
Rolando Fonseca,2,2,0,0,2,0
Rolando Garbey,3,3,1,0,1,1
Rolando Gmez,1,1,0,0,1,0
Rolando Gonzlez,1,1,0,0,1,0
Rolando Guaves,2,2,0,0,2,0
Rolando Jnior,2,2,0,0,2,0
Rolando Landrito,1,1,0,0,1,0
Rolando Len,4,4,1,0,3,0
Rolando Locatelli,1,1,0,0,1,0
Rolando Martnez,1,1,0,0,1,0
Rolando Mendoza,2,2,0,0,2,0
Rolando Mosqueira,2,2,0,0,2,0
Rolando Noldero,1,1,0,0,1,0
Rolando Ortz,1,1,0,0,1,0
Rolando Pea,1,1,0,0,1,0
Rolando Pedreguera,1,1,0,0,1,0
Rolando Prez,1,1,0,0,1,0
Rolando Punik,2,2,1,0,1,0
Rolando Rigoli,4,4,0,1,2,1
Rolando Rodas,3,3,0,0,3,0
Rolando Salinas,1,1,0,0,1,0
Rolands Trobinders,1,1,0,0,1,0
Roldani Baldwin,1,1,1,0,0,0
Roldano Simeoni,3,3,0,0,2,1
Role Prezelj,3,3,0,0,3,0
Rolf (-faller),1,1,0,0,1,0
Rolf (brolin-),1,1,0,0,1,0
Rolf (durchman-),2,2,1,0,1,0
Rolf Aas,1,1,0,0,1,0
Rolf Aldag,2,2,0,0,2,0
Rolf Amrein,2,2,0,0,2,0
Rolf Andreassen,2,2,0,0,1,1
Rolf Back,2,2,0,0,2,0
Rolf Beilschmidt,1,1,0,0,1,0
Rolf Bercht,1,1,0,0,1,0
Rolf Berg,1,1,0,0,1,0
Rolf Bergersen,2,2,0,0,2,0
Rolf Bernhard,3,3,0,0,3,0
Rolf Beutler,3,3,0,0,3,0
Rolf Bhler,1,1,0,0,1,0
Rolf Bjrklund,1,1,0,0,1,0
Rolf Blomqvist,1,1,0,0,1,0
Rolf Brodd,1,1,1,0,0,0
Rolf Burggraf,1,1,0,0,1,0
Rolf Caroli,1,1,0,0,1,0
Rolf Danneberg,2,2,1,1,0,0
Rolf Dobler,1,1,0,0,1,0
Rolf Edling,7,7,0,1,6,0
Rolf Edlund,1,1,0,0,1,0
Rolf Ellerbrock,2,2,0,0,2,0
Rolf Faes,1,1,1,0,0,0
Rolf Furrer,1,1,0,0,1,0
Rolf Geiger,1,1,0,0,1,0
Rolf Gisler,1,1,0,0,1,0
Rolf Glz,2,2,1,0,0,1
Rolf Graf,2,2,0,0,2,0
Rolf Grnberg,2,2,0,2,0,0
Rolf Gustafsson,1,1,0,0,1,0
Rolf Gysin,3,3,0,0,3,0
Rolf Hagen,2,2,0,0,2,0
Rolf Hansen,1,1,0,0,1,0
Rolf Hansson,1,1,0,0,1,0
Rolf Hartung,1,1,0,0,1,0
Rolf Hedenlund,1,1,0,0,1,0
Rolf Herings,2,2,0,0,2,0
Rolf Hertzberg,1,1,0,0,1,0
Rolf Holmberg,1,1,1,0,0,0
Rolf Hoppe,1,1,0,0,1,0
Rolf Jacobsen,1,1,0,0,1,0
Rolf Jelinek,2,2,0,0,2,0
Rolf Jobst,1,1,0,0,0,1
Rolf Johansson,1,1,0,0,1,0
Rolf Johnsson,1,1,0,1,0,0
Rolf Jrmann,1,1,0,0,1,0
Rolf Julin,1,1,0,0,1,0
Rolf Junefelt,2,2,0,0,2,0
Rolf Kerfelt,1,1,0,0,1,0
Rolf Kestener,2,2,0,0,2,0
Rolf Kinzl,1,1,0,0,1,0
Rolf Klein,1,1,0,0,1,0
Rolf Klementsen,1,1,0,0,1,0
Rolf Krau,1,1,0,0,1,0
Rolf Lacour,3,3,0,0,3,0
Rolf Lamers,1,1,0,0,1,0
Rolf Larcher,1,1,1,0,0,0
Rolf Larsen,1,1,0,0,1,0
Rolf Lauer,8,8,0,0,8,0
Rolf Lefdahl,1,1,0,0,0,1
Rolf Lie,1,1,0,1,0,0
Rolf Lofstad,1,1,0,0,1,0
Rolf Lund,1,1,0,0,1,0
Rolf Maartmann,1,1,0,0,1,0
Rolf Magnusson,2,2,0,0,2,0
Rolf Maier,3,3,0,0,3,0
Rolf Milser,3,3,0,1,2,0
Rolf Mulka,2,2,1,0,1,0
Rolf Nehn,1,1,0,0,1,0
Rolf Ohlin,4,4,0,0,4,0
Rolf Olander,1,1,0,0,1,0
Rolf Olsen,3,3,0,0,3,0
Rolf Peterson,4,4,0,1,2,1
Rolf Pettersson,1,1,0,0,1,0
Rolf Rn,2,2,0,0,2,0
Rolf Ruff,2,2,0,0,1,1
Rolf Scheele,1,1,0,0,1,0
Rolf Scherrer,2,2,0,0,2,0
Rolf Schmidt,1,1,0,0,1,0
Rolf Schnheyder,1,1,0,0,1,0
Rolf Sennewald,1,1,0,0,1,0
Rolf Smedmark,2,2,0,0,2,0
Rolf Sperling,4,4,0,0,4,0
Rolf Spring,3,3,0,0,2,1
Rolf Srensen,2,2,0,0,1,1
Rolf Stadelmann,1,1,0,0,1,0
Rolf Steffenburg,1,1,0,1,0,0
Rolf Stenersen,3,3,0,0,3,0
Rolf Stewen,2,2,0,0,2,0
Rolf Stigersand,1,1,0,0,1,0
Rolf Stoltenberg,1,1,0,0,1,0
Rolf Storm,1,1,0,0,1,0
Rolf Streuli,1,1,0,0,1,0
Rolf Strittmatter,1,1,0,0,1,0
Rolf Syversen,1,1,0,0,1,0
Rolf Thieme,1,1,0,0,1,0
Rolf Thorsen,3,3,0,0,1,2
Rolf Thorstvedt,1,1,0,0,1,0
Rolf Weber,2,2,0,0,2,0
Rolf Westphal,1,1,0,0,1,0
Rolf Wiik,5,5,0,0,5,0
Rolf Wollner,1,1,1,0,0,0
Rolf Yelseth,7,7,0,0,7,0
Rolf Zachariassen,1,1,0,0,1,0
Rolf Ziegler,1,1,0,0,1,0
Rolf Zwicky,1,1,0,0,1,0
Rolf-Dieter Amend,1,1,0,1,0,0
Rolf-Gran Bengtsson,10,10,0,0,8,2
Rolf-Peder Andersen,1,1,0,0,1,0
Rolf-goran Bengtsson,3,3,0,1,2,0
Roline Driel,2,2,1,0,0,1
Rolland Romero,2,2,0,0,2,0
Rollit Goldring,1,1,0,0,1,0
Rom Stanifer,1,1,0,0,1,0
Roma Wagner,2,2,0,0,2,0
Romain Aufrere,3,3,0,0,3,0
Romain Bardet,1,1,0,0,1,0
Romain Barnier,4,4,0,0,4,0
Romain Barras,2,2,0,0,2,0
Romain Blary,1,1,0,0,1,0
Romain Buffet,1,1,0,0,1,0
Romain Cannone,4,4,0,1,3,0
Romain Duguet,2,2,0,0,2,0
Romain Favauge,3,3,0,0,3,0
Romain Girouille,3,3,0,0,3,0
Romain Imadouchene,1,1,0,0,1,0
Romain Lagarde,1,1,0,1,0,0
Romain Langasque,1,1,0,0,1,0
Romain Loof,1,1,0,0,1,0
Romain Mahieu,2,2,1,0,1,0
Romain Manelli,1,1,0,0,1,0
Romain Marchessou,1,1,0,0,1,0
Romain Marion,1,1,0,0,1,0
Romain Mesnil,4,4,0,0,4,0
Romain Pot,3,3,0,0,3,0
Romain Sassot,1,1,0,0,1,0
Romaine Beckford,1,1,0,0,1,0
Romallis Ellis,1,1,1,0,0,0
Roman (lutoshkin-),1,1,0,0,1,0
Roman Ambroi,1,1,0,0,1,0
Roman Amoyan,1,1,1,0,0,0
Roman Anoshkin,5,5,1,0,4,0
Roman Avramenko,2,2,0,0,2,0
Roman Bak,1,1,0,0,1,0
Roman Balashov,2,2,1,0,0,1
Roman Bev,1,1,0,0,1,0
Roman Biera,1,1,0,0,0,1
Roman Blek,1,1,0,0,1,0
Roman Bocheski,1,1,0,0,1,0
Roman Bondaruk,3,3,0,0,3,0
Roman Brener,4,4,0,0,4,0
Roman Broni,2,2,0,0,2,0
Roman Brunner,1,1,0,0,1,0
Roman Bundz,2,2,0,0,2,0
Roman Burkard,1,1,0,0,1,0
Roman Chentsov,1,1,0,0,1,0
Roman Codreanu,2,2,1,0,1,0
Roman Cress,1,1,0,0,1,0
Roman Dmitriyev,2,2,0,1,0,1
Roman Dzeneladze,1,1,1,0,0,0
Roman Ebrle,4,4,0,1,2,1
Roman Ermk,1,1,0,0,1,0
Roman Fischer,3,3,0,0,3,0
Roman Fosti,2,2,0,0,2,0
Roman Fricke,1,1,0,0,1,0
Roman Fuchs,2,2,0,0,2,0
Roman Godziski,1,1,0,0,1,0
Roman Golanowski,1,1,0,0,1,0
Roman Hagara,4,4,0,2,2,0
Roman Hatashita,1,1,0,0,1,0
Roman Hontiuk,3,3,1,0,1,1
Roman Hraba,1,1,0,0,1,0
Roman Hrynevych,1,1,0,0,1,0
Roman Humenberger,4,4,0,0,4,0
Roman Ivanovsky,2,2,0,0,1,1
Roman Jemnek,3,3,0,0,3,0
Roman Kainz,1,1,0,0,1,0
Roman Kantor,2,2,0,0,2,0
Roman Kazantsev,1,1,0,0,1,0
Roman Kejar,3,3,0,0,3,0
Roman Kierpacz,2,2,0,0,2,0
Roman Kokoshko,1,1,0,0,1,0
Roman Kollar,1,1,0,0,1,0
Roman Kononenko,1,1,0,0,1,0
Roman Konstantinov,1,1,0,0,1,0
Roman Korban,1,1,0,0,1,0
Roman Kowalewski,1,1,0,0,1,0
Roman Kramsztyk,1,1,0,0,1,0
Roman Kreuziger,2,2,0,0,2,0
Roman Kulesza,6,6,0,0,6,0
Roman Kuzior,1,1,0,0,1,0
Roman Leek,2,2,0,0,2,0
Roman Lengyel,1,1,0,0,1,0
Roman Lentner,1,1,0,0,1,0
Roman Linscheid,1,1,0,0,1,0
Roman Livaja,1,1,0,0,1,0
Roman Magdziarczyk,2,2,0,0,2,0
Roman Melyoshin,1,1,0,0,1,0
Roman Mica,1,1,0,0,1,0
Roman Mityukov,7,7,1,0,6,0
Roman Monchenko,2,2,1,0,1,0
Roman Moravec,1,1,0,0,1,0
Roman Moustopoulos,1,1,0,0,1,0
Roman Mrzek,4,4,0,0,4,0
Roman Muzyk,1,1,0,0,1,0
Roman Novek,1,1,0,0,1,0
Roman Novotn,2,2,0,0,2,0
Roman Ogaza,1,1,0,0,0,1
Roman Oravec,1,1,0,0,1,0
Roman Petrov,1,1,0,0,1,0
Roman Petrushenko,5,5,2,1,1,1
Roman Pirelja,3,3,0,0,3,0
Roman Polaik,1,1,0,0,1,0
Roman Polom,1,1,0,0,1,0
Roman Poltoratsky,2,2,0,0,2,0
Roman Prodius,2,2,0,0,2,0
Roman Pungartnik,1,1,0,0,1,0
Roman Rasskazov,1,1,0,0,1,0
Roman Razbeyko,1,1,0,0,1,0
Roman Roek,1,1,0,0,1,0
Roman Roeoesli,2,2,1,0,1,0
Roman Rozna,3,3,0,0,3,0
Roman Rsli,1,1,0,0,1,0
Roman Rurua,2,2,0,1,0,1
Roman Rutkowski,1,1,0,0,1,0
Roman Rynkiewicz,1,1,0,0,1,0
Roman Safiullin,2,2,0,0,2,0
Roman Saprykin,1,1,0,0,1,0
Roman Shchurenko,1,1,1,0,0,0
Roman Sludnov,7,7,1,0,6,0
Roman Smirnov,1,1,0,0,1,0
Roman Solis,1,1,0,0,1,0
Roman Steinberg,1,1,1,0,0,0
Roman Svichkar,2,2,0,0,2,0
Roman Tce,1,1,0,0,1,0
Roman Tkaczyk,8,8,0,0,8,0
Roman Trba,1,1,0,0,1,0
Roman Usov,1,1,0,0,1,0
Roman Vajs,1,1,0,0,1,0
Roman Valiyev,4,4,0,0,4,0
Roman Vartolomeu,1,1,0,0,0,1
Roman Virastiuk,3,3,0,0,3,0
Roman Vlasov,2,2,0,2,0,0
Roman Volodkov,6,6,0,0,6,0
Roman Voronko,1,1,0,0,1,0
Roman Wrocawski,1,1,0,0,1,0
Roman Yakovlev,1,1,0,0,0,1
Roman Yegorov,2,2,0,0,0,2
Roman Zakharov,1,1,0,0,1,0
Roman Zarubin,2,2,0,0,2,0
Roman Zozulia,16,16,0,0,15,1
Romana (block-),1,1,0,0,1,0
Romana Calligaris,2,2,0,0,2,0
Romana Hamzov,1,1,0,0,1,0
Romana Hejdov,1,1,0,0,1,0
Romana Labounkov,1,1,0,0,1,0
Romana Malacova,1,1,0,0,1,0
Romana Malov,1,1,0,0,1,0
Romana Tedjakusuma,1,1,0,0,1,0
Romana Upan,1,1,0,0,1,0
Romanas Brazdauskis,1,1,1,0,0,0
Romane Bernies,1,1,0,0,0,1
Romane Dicko,4,4,2,2,0,0
Romane Goormachtigh,1,1,0,0,1,0
Romane Lunel,2,2,0,0,2,0
Romano Bajlo,1,1,0,0,1,0
Romano Battisti,2,2,0,0,1,1
Romano Caneva,1,1,0,0,1,0
Romano Cceda,2,2,0,0,2,0
Romano Dazzi,1,1,0,0,0,1
Romano Garagnani,4,4,0,0,3,1
Romano Puentener,1,1,0,0,1,0
Romano Romanelli,1,1,0,0,1,0
Romano Sgheiz,4,4,1,1,2,0
Romanos Alyfantis,5,5,0,0,5,0
Romans Kuklins,1,1,0,0,1,0
Romas Ubartas,3,3,0,1,1,1
Romel Raffin,3,3,0,0,3,0
Romela Begaj,2,2,0,0,2,0
Romelio Caicedo,3,3,0,0,3,0
Romell Robinson,1,1,0,0,1,0
Romeo Bertini,2,2,0,0,1,1
Romeo Brin,3,3,0,0,3,0
Romeo Collina,2,2,0,0,2,0
Romeo Enescu,1,1,0,0,1,0
Romeo Frigo,1,1,0,0,1,0
Romeo Galn,2,2,0,0,2,0
Romeo Giannotti,1,1,0,0,1,0
Romeo James,1,1,0,0,1,0
Romeo Neri,16,16,0,3,12,1
Romeo Romanutti,1,1,0,0,1,0
Romeo Sacchetti,2,2,0,0,1,1
Romeo Sisti,1,1,0,0,1,0
Romeu Filho,1,1,0,0,1,0
Romi Paritzki,1,1,0,0,0,1
Romica Raovan,1,1,0,0,1,0
Romina Armellini,2,2,0,0,2,0
Romina Biagioli,2,2,0,0,2,0
Romina Francisco,5,5,0,0,5,0
Romina Laurito,1,1,1,0,0,0
Romina Maggi,1,1,0,0,1,0
Romina Stefancic,2,2,0,0,2,0
Rommel Manrufo,5,5,0,0,5,0
Rommel Pacheco,1,1,0,0,1,0
Romn Gmez,3,3,0,0,3,0
Romn Gonzlez,1,1,1,0,0,0
Romn Villaverde,2,2,0,0,2,0
Romns Miloslavskis,4,4,0,0,4,0
Romns Vainteins,2,2,0,0,2,0
Romo Kinapya,1,1,0,0,1,0
Romolo Carpi,1,1,0,0,1,0
Romolo Casamonica,1,1,0,0,1,0
Romolo Catasta,1,1,1,0,0,0
Romolo Tuzzi,1,1,0,0,1,0
Romrio Faria,1,1,0,0,0,1
Romrio Leito,1,1,0,0,1,0
Romuald Budzyski,1,1,0,0,1,0
Romuald Ernault,1,1,0,0,1,0
Romuald Gutt,1,1,0,0,1,0
Romuald Halm,2,2,0,0,2,0
Romuald Hausser,2,2,0,0,2,0
Romuald Klim,2,2,0,1,0,1
Romuald Paszkiewicz,1,1,0,0,1,0
Romuald Siemionow,2,2,0,0,2,0
Romuald Thomas,1,1,0,0,1,0
Romualdas Bit,1,1,0,0,1,0
Romualdas Murauskas,1,1,1,0,0,0
Romualdas Petrukanecas,1,1,0,0,1,0
Romualdo Ghiglione,1,1,0,1,0,0
Romulo Bruni,1,1,0,0,1,0
Romulus Bucuroiu,8,8,0,0,8,0
Romund Gabrielsen,2,2,0,0,2,0
Romy (-topf),1,1,0,1,0,0
Romy (schneider-),3,3,0,1,2,0
Romy Bar,1,1,0,0,1,0
Romy Kasper,1,1,0,0,1,0
Romy Tarangul,2,2,0,0,2,0
Ron Atias,1,1,0,0,1,0
Ron Boyle,1,1,0,0,1,0
Ron Darmon,1,1,0,0,1,0
Ron Easey,2,2,0,0,2,0
Ron Hoff,2,2,0,0,2,0
Ron Kaplan,7,7,0,0,7,0
Ron Polonsky,6,6,0,0,6,0
Ron Siler,1,1,0,0,1,0
Ronal Longa,1,1,0,0,1,0
Ronal Misme,1,1,0,0,1,0
Ronald Agnor,2,2,0,0,2,0
Ronald Aldridge,1,1,0,0,1,0
Ronald Avermaet,1,1,0,0,1,0
Ronald Backes,1,1,0,0,1,0
Ronald Backus,1,1,1,0,0,0
Ronald Baensch,1,1,0,0,1,0
